Sample,X,Y,Z
75,0.0359,0.9829,-0.0176
76,0.0295,0.9783,-0.0204
77,0.0322,0.9819,-0.0313
78,0.0364,0.9835,-0.0315
79,0.0314,0.9803,-0.0229
80,0.0134,0.9783,-0.0227
81,0.0289,0.9949,-0.0357
82,0.0327,0.9827,-0.0257
83,0.0336,0.9844,-0.0243
84,0.0339,0.9800,-0.0208
85,0.0311,0.9761,-0.0240
86,0.0283,0.9784,-0.0232
87,0.0305,0.9816,-0.0211
88,0.0287,0.9789,-0.0280
89,0.0370,0.9802,-0.0256
90,0.0377,0.9784,-0.0229
91,0.0327,0.9793,-0.0151
92,0.0314,0.9825,-0.0231
93,0.0329,0.9817,-0.0248
94,0.0305,0.9858,-0.0203
95,0.0385,0.9758,-0.0212
96,0.0325,0.9802,-0.0234
97,0.0348,0.9824,-0.0217
98,0.0331,0.9828,-0.0244
99,0.0283,0.9772,-0.0251
100,0.0322,0.9905,-0.0239
101,0.0226,0.9745,-0.0237
102,0.0322,0.9830,-0.0193
103,0.0297,0.9818,-0.0275
104,0.0276,0.9797,-0.0259
105,0.0356,0.9784,-0.0181
106,0.0314,0.9815,-0.0189
107,0.0348,0.9848,-0.0238
108,0.0291,0.9824,-0.0277
109,0.0353,0.9797,-0.0253
110,0.0304,0.9825,-0.0231
111,0.0286,0.9803,-0.0239
112,0.0126,0.9717,-0.0268
113,0.0007,0.9675,-0.0364
114,-0.0933,0.9290,-0.0472
115,-0.4324,0.7645,-0.2161
116,0.0748,1.2033,-0.2862
117,0.6683,1.3966,-0.2145
118,0.4451,1.0844,0.0506
119,-0.2769,0.4440,-0.2012
120,-0.4069,0.6953,-0.4028
121,-0.0049,1.2986,-0.4778
122,0.2724,1.4268,-0.1046
123,-0.0269,0.8193,-0.0562
124,-0.0828,0.6699,-0.1293
125,0.2728,1.0847,-0.3241
126,0.3922,1.3869,-0.4586
127,-0.0777,0.9024,-0.2499
128,-0.4494,0.4143,-0.2840
129,-0.2039,0.7896,-0.3746
130,0.4411,1.5854,-0.4079
131,0.4391,1.4648,-0.2855
132,-0.0653,0.8043,-0.1980
133,-0.1936,0.4333,-0.4671
134,0.1908,0.9600,-0.4637
135,0.2491,1.2845,-0.2891
136,-0.1613,1.0379,-0.0295
137,-0.3279,0.7844,-0.1309
138,0.0104,0.9769,-0.1810
139,0.2548,1.2640,-0.1839
140,0.0912,1.1069,-0.1093
141,-0.1018,0.7566,-0.3127
142,0.1661,0.8741,-0.3589
143,0.3317,1.0129,-0.3152
144,-0.0821,0.9917,-0.1583
145,-0.3495,0.9190,-0.2714
146,-0.1130,1.0450,-0.4130
147,0.2227,1.1343,-0.5271
148,0.4161,1.0969,-0.2666
149,0.1274,0.7765,-0.2496
150,-0.0908,0.7241,-0.4172
151,-0.0624,0.8935,-0.6505
152,-0.0028,1.1185,-0.5325
153,0.0907,1.1866,-0.1346
154,0.2003,0.9916,-0.1240
155,-0.0364,0.9064,-0.1659
156,-0.0686,0.8896,-0.5867
157,0.1607,1.2276,-0.2845
158,0.2612,1.2014,-0.1165
159,-0.0322,0.8412,0.0189
160,-0.4494,0.4143,-0.2840
161,-0.5042,0.5366,-0.2673
162,-0.0803,1.1140,-0.3347
163,0.4529,1.6168,-0.2288
164,0.2861,1.2060,-0.0188
165,-0.4070,0.1984,-0.2578
166,-0.2026,0.4500,-0.4826
167,0.3481,1.3810,-0.3752
168,0.3273,1.6416,-0.1356
169,-0.2405,0.8025,-0.2491
170,-0.3552,0.5323,-0.2373
171,0.1059,0.9927,-0.3718
172,0.5732,1.6890,-0.2958
173,0.2859,1.1480,-0.1426
174,-0.3183,0.4333,-0.2729
175,-0.3598,0.4053,-0.5313
176,0.3891,1.4565,-0.2559
177,0.3463,1.5682,-0.2772
178,-0.1570,1.0922,-0.1767
179,-0.3015,0.4202,-0.3257
180,-0.0170,0.7572,-0.5349
181,0.4165,1.1674,-0.3580
182,0.4066,1.1923,-0.2578
183,-0.1136,0.7446,-0.2927
184,-0.1238,0.6187,-0.3698
185,-0.0446,0.9594,-0.3229
186,0.0875,1.6794,-0.2657
187,0.1592,1.2469,-0.2215
188,-0.1877,0.6396,-0.1920
189,-0.1248,0.5295,-0.1736
190,0.0602,1.0942,-0.1646
191,0.0974,1.5011,-0.1840
192,0.2664,1.5353,-0.1980
193,0.1371,0.6862,-0.0956
194,-0.2053,0.5815,-0.0671
195,-0.1003,0.7202,-0.3346
196,0.2400,1.3201,-0.3337
197,0.1453,1.2018,-0.3477
198,-0.1843,0.5452,-0.1959
199,-0.3547,0.5848,-0.2596
200,0.4090,1.5740,-0.4648
201,0.6445,1.6056,-0.4471
202,-0.3361,0.5256,-0.3873
203,-0.6184,-0.1385,-0.3848
204,0.1696,0.6752,-0.3030
205,0.7020,1.7200,-0.2712
206,0.3887,1.6072,-0.1242
207,-0.4197,0.6270,-0.1487
208,-0.5555,0.5291,-0.1871
209,0.0459,1.3150,-0.5701
210,0.4725,1.8435,-0.1530
211,0.1967,1.1454,-0.2112
212,-0.2177,0.3196,-0.2019
213,-0.1033,0.4105,-0.2642
214,0.2869,1.0988,-0.3352
215,0.2145,1.5217,-0.3502
216,-0.0276,1.0552,-0.1348
217,-0.3911,0.4695,-0.3564
218,-0.3549,0.7395,-0.5383
219,0.2803,1.6708,-0.2859
220,0.4671,1.6509,-0.1995
221,0.3196,1.0189,-0.0046
222,-0.0883,0.2617,-0.2597
223,-0.1187,0.3560,-0.3275
224,0.2091,1.2413,-0.2620
225,0.1432,1.3631,-0.1918
226,-0.4040,1.0082,-0.1544
227,-0.6448,0.5024,-0.2203
228,0.0981,1.2510,-0.4384
229,0.8538,1.8002,-0.3974
230,0.5380,1.2465,-0.4343
231,-0.2271,0.1639,-0.5191
232,-0.3633,0.2023,-0.5792
233,0.2170,1.1960,-0.3588
234,0.1247,1.5114,-0.4321
235,0.0250,0.8416,-0.1609
236,-0.2759,0.4428,-0.0327
237,-0.2225,0.6940,-0.2347
238,0.2256,1.8134,-0.2159
239,0.7315,1.8441,-0.3437
240,0.2020,1.1185,0.0432
241,-0.5404,0.2003,-0.1309
242,-0.1911,0.3045,0.0215
243,0.2618,1.4128,-0.1149
244,0.2618,1.4128,-0.1149
245,0.1477,1.4614,0.0568
246,-0.2513,0.9731,-0.3020
247,-0.0789,0.7140,0.0374
248,0.3006,0.9736,-0.4056
249,0.0800,1.3184,-0.2792
250,-0.0905,1.1736,-0.4009
251,-0.2491,0.4566,-0.0251
252,-0.0425,0.7375,0.0992
253,0.5067,1.3073,0.0126
254,0.4082,1.2073,-0.1643
255,-0.3505,0.5303,0.0162
256,-0.3693,0.3155,-0.2880
257,0.1786,1.0883,0.0748
258,0.0344,1.0006,0.1432
259,-0.2756,0.9051,0.1779
260,-0.0589,1.4871,-0.0068
261,0.4485,1.5671,-0.1504
262,0.3199,1.2250,0.0073
263,0.1799,0.6475,0.0696
264,0.0333,0.4294,-0.1269
265,-0.0601,0.8184,-0.1875
266,0.1806,1.6290,-0.0898
267,-0.1588,1.1021,0.0398
268,-0.8145,0.3986,0.0267
269,-0.3670,0.5379,-0.1311
270,0.6597,1.2845,-0.4925
271,1.0097,1.6950,-0.0792
272,0.4880,1.0576,0.2163
273,-0.7504,0.1985,0.1095
274,-0.4947,0.5851,0.1539
275,-0.1168,1.5485,0.1404
276,0.4440,1.9995,0.3196
277,0.1447,1.3006,0.2758
278,-0.6490,-0.0905,0.1188
279,-0.1615,0.0786,-0.1237
280,0.8802,1.0871,-0.1917
281,0.9459,1.7766,-0.1025
282,-0.1205,0.6417,-0.1292
283,-1.0474,-0.4450,-0.1790
284,-0.8638,0.2339,-0.2518
285,0.5858,1.8124,-0.2891
286,1.0310,1.9995,-0.3430
287,0.2472,1.0729,0.0719
288,-0.4935,-0.5325,0.0057
289,-0.4014,0.2189,-0.1016
290,0.5251,1.8169,-0.1716
291,0.4310,1.7639,0.1111
292,-0.1916,0.8552,0.5421
293,-0.4507,0.0541,0.1357
294,-0.0988,-0.0563,0.0653
295,-0.1276,0.9227,-0.0384
296,0.8032,1.8917,-0.0917
297,0.1707,1.2065,-0.1786
298,-0.7880,0.5596,0.1775
299,-0.2620,0.4632,0.0853
300,0.1144,1.2512,0.0602
301,0.3688,1.8635,-0.0067
302,0.3708,1.3272,-0.1082
303,-0.2722,0.7493,0.1950
304,-0.1302,0.3226,-0.0352
305,0.2905,0.8259,-0.2361
306,0.4622,1.5931,-0.1044
307,0.0978,1.0518,-0.0168
308,-0.4211,0.3613,0.1100
309,-0.8585,0.1343,0.0295
310,0.0479,0.6487,-0.3583
311,0.7555,1.9995,-0.1201
312,0.7134,1.8589,-0.2271
313,0.0388,0.2862,0.0248
314,-0.6688,0.1407,-0.0224
315,0.0723,1.1108,-0.2509
316,0.3462,1.9829,-0.1689
317,0.0861,1.6630,-0.0679
318,-0.1406,0.6047,0.0178
319,0.0873,0.3787,0.0327
320,0.0102,0.6165,0.1410
321,0.0505,0.9537,-0.0944
322,0.0805,1.1349,0.0317
323,-0.2053,0.8777,0.0803
324,-0.2939,0.7810,0.1818
325,0.0012,0.8191,0.2827
326,0.1286,1.1272,0.1548
327,0.0951,1.1944,-0.1260
328,-0.0098,1.0745,-0.1644
329,0.1073,0.8818,-0.0510
330,0.2192,0.8956,0.0513
331,0.4178,1.1201,-0.0173
332,-0.1749,1.2351,-0.0856
333,-0.3982,0.7746,-0.2506
334,0.0814,0.7404,-0.1987
335,0.0969,1.0066,-0.1030
336,0.4129,1.0373,-0.1033
337,0.1523,1.0648,-0.1288
338,-0.3386,0.9472,-0.0683
339,-0.0956,1.0711,-0.2700
340,0.1547,1.2386,-0.1297
341,0.2903,0.8935,0.1505
342,0.5574,1.9886,-0.0338
343,0.2191,1.3430,0.2167
344,-0.3192,0.7202,0.2058
345,-0.0376,0.7425,-0.0500
346,0.5619,1.7339,-0.2153
347,0.2999,1.7361,-0.0789
348,-0.1623,0.1945,-0.0215
349,-0.7573,-0.2524,0.0161
350,-0.2526,0.0247,-0.1130
351,0.7310,1.4323,-0.1936
352,0.7163,1.9320,-0.2079
353,-0.0107,0.8649,-0.2143
354,-0.5815,0.0989,-0.0508
355,-0.3566,0.9092,0.0628
356,-0.0278,1.7697,-0.0889
357,0.4926,1.9642,0.0788
358,0.4095,1.3116,0.1908
359,0.0223,0.6094,0.1938
360,-0.0623,0.0927,0.0723
361,-0.3710,0.3551,0.0392
362,-0.0773,0.8240,-0.2212
363,0.3230,1.3282,0.0100
364,0.0322,0.8152,0.1624
365,-0.5125,0.4186,0.0781
366,-0.3157,0.6039,-0.2056
367,0.5117,1.7865,-0.2232
368,0.7567,1.9995,-0.1353
369,0.1781,1.2154,0.1359
370,-0.4762,0.4885,0.2009
371,-0.2676,0.8175,-0.4926
372,0.7397,1.7438,-0.1885
373,0.4874,1.4476,-0.0728
374,-0.3062,0.0830,0.0876
375,-0.8753,-0.5092,0.0148
376,-0.8753,-0.5092,0.0148
377,-0.2217,-0.0609,-0.1076
378,0.7215,1.4127,-0.2090
379,0.6935,1.9995,0.1656
380,-0.1999,1.2019,0.2213
381,-0.8639,0.5273,-0.0706
382,-0.2112,0.9612,0.0145
383,0.0768,1.1852,0.2004
384,0.7631,1.8801,0.2299
385,0.6299,1.1534,-0.0657
386,-0.2549,0.1879,-0.0527
387,-0.4305,0.1543,0.0380
388,-0.1608,0.5526,-0.0308
389,-0.0529,1.1548,-0.0616
390,0.0746,1.4617,-0.1436
391,-0.0063,1.0673,0.0077
392,-0.2049,0.8732,-0.0090
393,0.2006,1.3226,-0.1105
394,0.5625,1.4663,-0.2170
395,0.2861,1.1904,0.0123
396,-0.0883,0.6514,0.1438
397,-0.4053,0.4927,-0.1129
398,0.0539,1.0058,-0.2269
399,0.6404,1.2625,-0.2971
400,0.0801,0.8682,-0.1293
401,-0.2212,0.2959,0.0479
402,-0.6891,0.2357,-0.0728
403,-0.2819,0.6590,-0.1607
404,0.7050,1.9995,0.0493
405,0.6941,1.9995,0.1213
406,0.0376,0.8963,0.1592
407,-0.2442,0.4924,0.0302
408,-0.4601,0.6331,-0.1280
409,0.0223,1.0383,0.0698
410,0.4976,1.3837,0.1190
411,0.2477,0.8907,0.1307
412,-0.5281,0.2967,0.0772
413,-0.4991,0.4775,0.0221
414,0.1352,1.0703,-0.0063
415,0.4536,1.8232,0.0103
416,0.3105,1.2905,-0.0313
417,-0.2672,0.5801,0.0451
418,-0.0874,0.6749,0.0159
419,0.3854,1.2662,-0.2717
420,0.4943,1.3859,-0.2175
421,-0.0739,0.7888,-0.1390
422,-0.7340,-0.0027,-0.0989
423,-0.3235,0.4042,-0.1347
424,0.5928,1.4694,-0.2457
425,0.7166,1.9995,-0.0273
426,-0.0160,1.0122,0.1685
427,-0.2462,0.4453,0.1492
428,-0.4432,0.6743,-0.2787
429,-0.0596,1.2327,0.0000
430,0.5801,1.8218,0.1306
431,0.2387,0.9619,0.1074
432,-0.1431,0.5286,0.0512
433,-0.2427,0.3723,0.0020
434,-0.2146,0.6898,-0.1739
435,0.1056,1.2979,-0.0401
436,0.2824,1.3265,0.0092
437,0.1157,0.8298,0.1329
438,-0.1151,0.6266,0.1696
439,-0.1305,1.0338,0.0695
440,0.1276,1.8061,0.0359
441,0.0439,1.1419,-0.0707
442,-0.1729,0.5579,-0.1136
443,-0.2394,0.1832,0.0112
444,0.1736,0.9697,-0.0353
445,0.5757,1.4106,-0.3520
446,0.5186,1.1171,-0.2499
447,-0.0654,0.7060,0.1790
448,-0.7076,0.5042,-0.2650
449,-0.2064,1.1471,-0.3337
450,0.6298,1.9945,-0.2219
451,0.6402,1.7536,0.0999
452,0.0740,0.7383,0.3252
453,-0.6104,0.3127,-0.0046
454,-0.4759,0.5513,-0.1723
455,0.2020,1.3411,-0.0663
456,0.5515,1.3099,0.2073
457,0.0664,0.7496,0.2682
458,-0.2583,0.0766,-0.0114
459,-0.3314,0.2803,-0.0262
460,0.1432,1.3223,0.1152
461,0.2054,1.8147,-0.0266
462,0.0956,1.2957,0.0831
463,-0.4329,0.7495,0.0931
464,-0.2830,0.6683,0.1813
465,0.4608,1.5094,-0.1190
466,0.6044,1.4124,-0.2493
467,0.1166,0.5791,-0.1221
468,-0.4116,-0.1934,0.0433
469,-0.2286,0.2040,-0.0667
470,0.2214,1.5801,-0.2881
471,0.4772,1.9995,-0.1497
472,0.0924,1.1710,0.0200
473,-0.3995,0.5701,0.2080
474,-0.2740,0.6838,-0.0662
475,0.4627,1.6797,-0.1930
476,0.5290,1.7274,-0.1572
477,-0.1335,0.3289,0.0455
478,-0.1737,0.0401,0.1469
479,-0.1805,0.4356,-0.0543
480,-0.0388,1.0463,-0.1696
481,0.0443,1.4158,-0.1714
482,0.0630,1.2701,-0.0591
483,-0.0005,0.7897,0.0804
484,0.1423,1.0511,0.2160
485,-0.0073,0.9848,0.1781
486,-0.0825,1.5440,-0.0043
487,0.4801,1.2659,-0.0577
488,0.2249,0.9680,0.1813
489,-0.4368,0.4529,0.0841
490,-0.3417,0.2702,0.0166
491,-0.0634,1.3047,-0.0032
492,0.2087,1.7789,-0.2095
493,0.1775,0.9762,-0.0498
494,-0.2210,0.1391,-0.1228
495,0.2929,0.3264,0.0825
496,0.5042,1.6607,-0.1737
497,0.1026,1.6052,-0.3834
498,-0.1810,0.8071,-0.2014
499,-0.3515,0.9255,0.1400
500,0.1267,1.0603,0.0139
501,0.3864,0.8176,-0.1983
502,-0.1165,0.9726,0.0945
503,-0.1579,0.7383,-0.0306
504,0.0331,0.5308,-0.2094
505,0.2868,1.1542,0.0885
506,0.0798,1.2247,0.2244
507,-0.3232,0.8525,-0.0004
508,0.0628,1.0815,-0.1000
509,0.4470,1.4739,0.1575
510,0.0820,1.4203,0.1606
511,-0.2102,0.8755,-0.0567
512,-0.4629,0.4775,-0.1323
513,-0.1106,1.0699,0.1020
514,0.3612,1.2178,-0.1055
515,0.0682,0.6182,-0.0812
516,0.2135,0.5724,0.2407
517,0.1052,0.8180,-0.0966
518,-0.0515,0.9464,-0.1812
519,0.0190,1.4427,-0.0207
520,-0.0468,1.2338,0.0770
521,0.2513,1.1189,0.0063
522,-0.0226,0.8696,0.0134
523,-0.3124,1.1060,0.0594
524,0.0472,0.9440,-0.3586
525,0.3549,1.0866,-0.1930
526,0.3992,0.7523,0.1206
527,-0.0933,0.3091,0.1100
528,-0.4358,0.5977,-0.2281
529,0.0128,1.6216,-0.4299
530,0.6303,1.6799,-0.1551
531,0.2413,0.9847,0.0823
532,-0.2524,0.7059,0.1223
533,-0.5397,0.5826,-0.0595
534,-0.1597,1.3353,-0.0134
535,0.7878,1.5830,0.0959
536,0.2796,1.1617,0.3142
537,-0.3270,0.4734,0.1816
538,-0.4930,0.0326,-0.1996
539,-0.1606,0.8299,-0.0311
540,0.4055,1.4692,0.1390
541,0.2441,1.1579,0.1061
542,-0.1637,0.6121,0.0593
543,-0.2763,0.7040,-0.1011
544,0.1682,1.6481,-0.1960
545,0.4885,1.6628,-0.1989
546,0.0234,0.7476,-0.0422
547,-0.1382,0.2417,0.0117
548,-0.1528,0.6620,-0.0852
549,0.2402,1.6129,-0.0803
550,0.4763,1.3893,-0.2289
551,-0.0958,0.6676,-0.0722
552,-0.2046,0.4356,0.1111
553,-0.2472,0.8250,0.0057
554,-0.1418,1.5391,-0.1289
555,0.3692,1.6205,-0.1491
556,0.2590,0.9890,0.0804
557,0.2267,0.7798,0.2351
558,-0.0459,0.5175,-0.0775
559,-0.3538,0.8870,-0.1246
560,-0.0583,1.3637,-0.2790
561,0.3597,1.2502,-0.0273
562,0.2435,0.7521,0.2261
563,-0.2237,0.4315,0.0803
564,-0.4529,0.8508,-0.1242
565,-0.2463,1.1948,-0.2665
566,0.6061,1.3158,0.2002
567,0.4160,1.1296,0.2544
568,-0.1948,0.3392,0.0876
569,-0.2524,1.0558,-0.0788
570,0.0790,1.4948,-0.2425
571,0.3941,1.2443,-0.0913
572,0.0236,0.6523,0.1499
573,-0.2122,0.1728,0.0187
574,-0.4141,0.6296,-0.1273
575,0.2098,1.9272,-0.2375
576,0.6725,1.6369,-0.1198
577,-0.0122,0.6011,0.0419
578,-0.2249,0.1823,0.0454
579,-0.2313,0.8786,-0.1562
580,0.1927,1.8146,-0.1714
581,0.5283,1.6019,0.0166
582,-0.0632,0.5925,0.1469
583,-0.2089,0.3782,0.0899
584,-0.4759,0.6508,-0.1289
585,-0.1738,1.3073,-0.0882
586,0.4711,1.5045,-0.0584
587,0.2959,0.9238,0.0693
588,0.2621,0.6943,0.2910
589,-0.0331,0.8083,0.0706
590,-0.3708,1.5002,-0.1600
591,-0.0068,1.4286,-0.2487
592,0.2239,0.7230,0.0146
593,0.1816,0.5340,0.1339
594,-0.2515,0.2192,-0.0823
595,-0.0029,1.2984,-0.0705
596,0.0922,1.6531,-0.3982
597,0.2259,0.6768,-0.1584
598,0.1173,0.7375,0.3154
599,-0.1767,0.6138,0.0788
600,-0.2051,1.0201,-0.2046
601,0.3343,1.9434,-0.2363
602,0.4783,1.1614,0.1246
603,0.0718,0.4782,0.1982
604,-0.2453,0.2234,-0.0701
605,-0.4701,0.7355,-0.0737
606,-0.1555,1.7598,-0.1859
607,0.5408,1.4072,-0.0610
608,0.1091,0.8408,0.1192
609,-0.1934,0.4188,0.1321
610,-0.1248,0.8451,-0.0940
611,-0.0989,1.4484,-0.1636
612,0.5718,1.3725,0.0184
613,0.2583,0.7010,0.2742
614,-0.0265,0.8029,0.1416
615,-0.3379,0.2503,-0.2092
616,-0.3546,1.5396,-0.0068
617,0.3267,1.4890,-0.0571
618,0.0785,0.7385,-0.0530
619,-0.0820,0.4055,0.1061
620,-0.0629,0.6411,0.1506
621,0.1473,1.5800,-0.2095
622,0.3661,1.6526,-0.3610
623,0.0929,0.8677,0.0187
624,0.0337,0.5839,0.1834
625,-0.1813,0.5554,-0.1182
626,-0.1687,1.4849,-0.3197
627,0.3941,1.6480,-0.1605
628,0.2578,0.9419,0.0413
629,-0.0272,0.5588,0.1055
630,-0.2647,0.2491,-0.0935
631,-0.3332,0.7430,0.0623
632,0.1649,1.5462,0.0107
633,0.4025,1.5206,0.0110
634,0.0771,0.8430,0.1225
635,-0.1705,0.5333,0.0753
636,-0.2126,0.8027,0.0043
637,0.1394,1.2405,-0.1389
638,0.3828,1.3647,0.0639
639,0.1263,1.0365,0.0549
640,-0.3809,0.3428,-0.0624
641,-0.3277,0.6270,0.0381
642,0.1947,1.4616,-0.2725
643,0.5362,1.4891,-0.2036
644,0.2195,0.7162,0.0988
645,-0.3445,0.5568,0.1499
646,-0.2855,0.6978,-0.2309
647,-0.0317,1.5967,-0.1978
648,0.3878,1.6079,0.0277
649,0.3052,0.6909,0.1100
650,-0.1762,0.3490,0.1179
651,-0.1374,0.8002,-0.1122
652,0.2029,1.5131,-0.2850
653,0.3198,1.5231,-0.1289
654,-0.0012,0.6718,0.1448
655,0.3082,1.1331,0.0423
656,0.0748,0.5900,-0.0142
657,-0.2132,0.5122,-0.0408
658,-0.3082,1.0065,0.0013
659,0.1615,1.3986,-0.0457
660,0.3903,1.2682,0.0161
661,0.1393,0.9498,0.1860
662,-0.3307,0.4988,0.0188
663,-0.3130,0.6508,-0.0784
664,0.0085,1.3094,-0.0307
665,0.2869,1.3150,0.0131
666,0.2565,0.9697,0.1656
667,-0.1838,0.3630,0.0679
668,-0.2111,0.5358,-0.0432
669,0.2238,1.4781,-0.2405
670,0.4115,1.7817,-0.1218
671,0.0831,0.8052,0.0638
672,-0.2756,0.4413,-0.0224
673,-0.2524,0.5844,-0.0151
674,0.1881,1.1794,-0.0989
675,0.3105,1.6622,-0.0575
676,0.2036,0.9692,0.0015
677,-0.3619,0.4868,0.0000
678,-0.2834,0.5828,0.0719
679,0.0695,1.2628,-0.0989
680,0.5206,1.9208,-0.1215
681,0.2646,1.0747,-0.0237
682,-0.3721,0.1804,0.0043
683,-0.1760,0.4780,0.0035
684,0.0251,1.2725,-0.2622
685,0.4561,1.6852,-0.1379
686,0.3613,0.8897,0.0627
687,-0.1422,0.4719,0.0887
688,-0.3457,0.4529,-0.0511
689,-0.1182,1.2808,-0.0947
690,0.2662,1.7021,-0.0425
691,0.2633,1.1423,0.1293
692,-0.0129,0.7469,0.0903
693,-0.2560,0.3461,-0.0068
694,-0.0593,0.9243,-0.0876
695,0.0521,1.5347,-0.1205
696,0.2625,1.3524,-0.0479
697,0.0901,0.6947,0.1241
698,-0.2484,0.4761,0.0623
699,-0.0927,0.6962,-0.0547
700,0.3069,1.5219,-0.1812
701,0.2784,1.4922,-0.0451
702,-0.0367,0.7360,0.0418
703,-0.3679,0.4954,0.0259
704,-0.2613,0.6172,-0.0068
705,0.3422,1.5875,-0.0056
706,0.5748,1.4937,-0.0456
707,0.1393,0.7413,0.0327
708,-0.4002,0.4802,0.0354
709,-0.2880,0.5726,-0.0184
710,0.1181,1.2425,-0.0818
711,0.2261,1.7878,0.0164
712,0.2178,1.0244,0.0801
713,-0.3054,0.3237,-0.0536
714,-0.2004,0.5618,-0.0300
715,0.2464,1.4622,-0.2539
716,0.3616,1.5871,-0.1016
717,0.1881,0.7839,0.0426
718,-0.3985,0.3986,-0.0346
719,-0.1778,0.8851,-0.0193
720,0.5203,1.5462,-0.1548
721,0.1945,1.3952,-0.0401
722,0.1313,0.7102,0.0458
723,-0.2466,0.3623,0.0082
724,-0.3848,0.7578,0.0466
725,0.1425,1.0332,-0.1111
726,0.1589,1.3135,0.0040
727,0.2750,1.4420,0.1179
728,0.0269,0.8674,0.0074
729,-0.2068,0.7747,-0.0593
730,-0.1431,0.8306,-0.1582
731,0.1623,1.2866,-0.0799
732,0.4033,1.2178,0.0472
733,0.1597,0.8284,0.0363
734,-0.4818,0.5594,-0.0512
735,-0.0857,0.8900,-0.0352
736,0.2156,1.3447,0.0186
737,0.0754,1.3802,0.0785
738,0.1279,0.5937,0.0045
739,-0.2435,0.5104,0.0371
740,-0.0667,0.7036,0.0599
741,0.2794,1.3339,0.0433
742,0.0752,1.6863,-0.0467
743,-0.0620,0.6697,-0.1208
744,-0.2116,0.5182,0.0656
745,0.0588,0.7395,0.0455
746,0.3099,1.2566,-0.2269
747,0.2890,1.5588,-0.1663
748,0.1102,0.8655,-0.0268
749,-0.3454,0.6011,-0.0285
750,-0.2696,0.8444,-0.0793
751,0.3022,1.3113,-0.1255
752,0.3069,1.3688,-0.0388
753,0.1143,0.9235,0.0858
754,-0.2262,0.6651,0.0337
755,-0.2456,0.6589,0.0177
756,0.1308,1.0969,-0.0779
757,0.1613,1.5031,0.0188
758,0.3455,1.0698,0.0549
759,-0.2023,0.6349,0.0012
760,-0.1844,0.7114,0.0423
761,0.1248,1.0443,-0.1307
762,0.1282,1.2090,-0.0947
763,0.2480,1.0119,-0.0103
764,-0.1293,0.6874,0.0211
765,-0.2534,0.8333,0.0348
766,0.0966,1.0073,-0.0692
767,0.1943,1.3576,0.0187
768,0.1381,1.0947,0.0785
769,-0.0486,0.8188,0.0001
770,-0.1829,0.7594,-0.0830
771,-0.0416,0.9750,-0.0989
