Sample,X,Y,Z
252,-0.8928,-0.1201,-0.0585
253,-0.1649,0.4702,-0.2020
254,0.7183,1.7159,-0.0869
255,0.4506,1.2972,-0.1529
256,-0.3181,0.4067,0.1774
257,-0.8458,-0.1345,-0.0786
258,-0.0626,0.5807,-0.3818
259,0.5767,1.9768,0.1694
260,0.3074,1.8926,0.1763
261,-0.1418,0.7890,0.1281
262,-0.1528,0.5822,0.0703
263,0.3018,1.0233,-0.1439
264,0.5334,1.6030,-0.0346
265,0.1050,1.0600,-0.0384
266,-0.4866,0.8299,-0.1285
267,-0.5839,0.1823,-0.1889
268,-0.2453,0.7187,0.1859
269,0.2422,1.2699,-0.0958
270,0.4366,1.2897,-0.2081
271,0.4106,1.1892,-0.3091
272,0.2012,0.6654,-0.0370
273,-0.2393,0.3830,0.3102
274,-0.1469,1.0442,0.2548
275,-0.1447,1.6842,-0.0647
276,0.0874,1.7695,0.0303
277,0.0327,1.4403,0.2307
278,0.0410,0.4920,0.2404
279,-0.0424,0.2946,0.1776
280,-0.0814,0.3924,-0.3214
281,0.5204,0.8223,-0.2058
282,0.2963,1.0789,-0.1077
283,0.0574,0.6042,-0.2248
284,-0.3939,0.5999,-0.1933
285,-0.1512,1.1610,-0.0854
286,-0.0799,1.3848,-0.1424
287,0.3180,1.9229,-0.1168
288,0.2361,0.8985,-0.1648
289,-0.1503,0.3456,0.0434
290,0.1426,1.0669,0.1860
291,0.1014,1.4540,0.1922
292,-0.2353,0.7612,0.1128
293,-0.1320,0.5918,0.0433
294,0.3979,0.9909,0.0200
295,0.6331,1.2744,0.0458
296,-0.1190,0.6994,-0.0408
297,-0.9036,0.3939,-0.1254
298,-0.3026,1.0227,-0.1480
299,0.3412,1.7124,-0.0280
300,0.5759,1.5588,0.2454
301,-0.1835,0.8183,0.1381
302,-0.4490,0.1935,-0.2629
303,0.6354,1.5301,-0.0911
304,0.9883,1.8318,-0.1644
305,0.1433,0.8294,-0.0316
306,-1.0567,-0.0844,0.0865
307,-0.8627,-0.0237,-0.0972
308,0.2073,1.2247,0.0312
309,0.8497,1.9814,0.1467
310,0.2476,1.2894,-0.0243
311,-0.5824,0.0825,0.0978
312,-0.2351,0.2700,-0.4592
313,0.4590,1.4427,-0.0411
314,0.6365,1.9271,0.0375
315,0.1384,0.9456,-0.0331
316,-0.5562,0.2458,0.0776
317,-0.3419,0.7390,-0.1110
318,0.3239,1.4520,-0.2751
319,0.4885,1.5417,-0.1761
320,0.0373,0.7674,-0.0217
321,-0.1824,0.2777,0.1472
322,-0.3189,0.6868,0.2451
323,-0.0258,1.3620,-0.0232
324,0.2940,1.5503,-0.1238
325,-0.0634,0.9445,0.0096
326,0.1042,0.3476,0.2048
327,-0.0899,0.6626,-0.0685
328,0.3113,1.3694,-0.2820
329,0.3583,1.7073,-0.2183
330,-0.1696,1.0864,0.0270
331,-0.2661,0.1245,0.0786
332,-0.4142,0.6606,0.1972
333,-0.1996,0.8331,-0.2213
334,1.0342,1.6898,-0.1038
335,0.7722,1.6764,0.0454
336,-0.4412,0.2744,0.0161
337,-0.8078,-0.1992,0.0011
338,-0.4502,0.9707,-0.0547
339,0.3295,1.8271,-0.2825
340,0.5830,1.4866,-0.0681
341,0.0836,0.5340,0.3408
342,-0.2621,0.1003,0.2429
343,-0.0170,1.0566,-0.2514
344,0.6016,1.9995,-0.1875
345,0.3447,1.5056,0.1579
346,-0.4881,0.7861,0.2629
347,-0.7005,-0.2986,-0.0227
348,-0.1193,0.4022,0.0370
349,0.7036,1.5774,-0.1722
350,0.6330,1.5280,-0.4126
351,-0.0735,0.0720,-0.1292
352,-0.7368,-0.2275,0.0795
353,-0.1555,0.6833,-0.1479
354,0.3359,1.6558,-0.1796
355,0.4796,1.9506,0.0515
356,0.1721,1.3959,0.1478
357,-0.4379,0.7114,0.2724
358,-0.3796,0.3955,0.1090
359,0.3643,1.4414,-0.1305
360,0.7278,1.9589,-0.1866
361,0.3411,0.6409,-0.0836
362,-0.6619,-0.2020,0.2570
363,-0.7543,-0.2985,0.0177
364,-0.0129,0.5402,-0.4871
365,0.8339,1.9470,-0.2134
366,0.5864,1.4650,-0.2979
367,-0.4143,0.2458,0.1076
368,-0.4719,0.4554,0.1402
369,0.3013,1.4511,-0.1489
370,0.2791,1.9995,-0.0689
371,0.1492,1.5483,0.0631
372,-0.2766,0.5559,0.1921
373,-0.3652,0.1515,0.1354
374,0.0475,0.3782,0.1582
375,0.4915,1.1625,-0.0504
376,0.4717,1.2321,-0.1279
377,-0.1907,0.2605,-0.0956
378,-0.6295,-0.0027,0.0123
379,-0.3242,0.7043,-0.0849
380,0.1682,1.6779,-0.2197
381,0.7682,1.9824,0.0115
382,0.3361,1.7509,0.2079
383,-0.6829,0.2711,0.1089
384,-0.2510,0.5374,-0.3510
385,0.7382,1.6375,-0.2396
386,0.7994,1.6337,-0.1987
387,0.0573,0.4344,0.0752
388,-0.8813,-0.4079,0.2283
389,-0.5853,-0.2974,-0.0956
390,0.2170,0.8907,-0.3958
391,0.8084,1.9995,0.0773
392,-0.0270,1.4039,0.0884
393,-0.6174,0.5094,0.2693
394,-0.3264,0.8344,0.0742
395,0.2649,1.4648,0.0154
396,0.6837,1.9363,0.1168
397,0.3710,1.1003,0.0415
398,-0.2452,0.0239,-0.0707
399,-0.3696,-0.1754,-0.1235
400,0.1202,0.8066,0.0056
401,0.4265,1.5683,-0.1550
402,-0.0070,1.4099,-0.0508
403,-0.4980,0.5164,-0.1359
404,-0.5734,0.6866,-0.1077
405,0.0284,1.4968,-0.0085
406,0.8557,1.7256,0.0521
407,0.6071,1.4516,0.1086
408,0.1038,0.6166,0.0529
409,-0.5140,0.3167,0.0262
410,-0.1413,0.7739,-0.2054
411,0.5070,1.1865,-0.3381
412,0.2139,1.0405,-0.2317
413,-0.1337,0.6921,0.1176
414,-0.5671,0.1266,0.0443
415,-0.4042,0.5209,-0.1201
416,0.6038,1.6150,-0.0359
417,0.3186,1.9073,-0.0768
418,-0.1318,1.1016,0.1522
419,-0.0148,0.5497,0.0545
420,0.3315,1.0984,0.0251
421,0.3727,1.4836,0.0067
422,-0.1575,1.0021,0.0251
423,-0.2646,0.5928,-0.0966
424,-0.2283,0.4473,-0.0264
425,0.0153,0.7003,0.2668
426,0.0887,1.1177,0.2327
427,0.0179,0.9368,0.0134
428,-0.2629,1.6184,-0.2046
429,0.3245,1.5156,-0.1623
430,0.1663,0.9632,-0.0317
431,0.0821,0.2765,0.1259
432,-0.1167,0.3844,-0.0430
433,0.0322,0.7908,-0.4084
434,0.3057,1.6533,-0.2359
435,0.2431,0.9836,-0.1104
436,-0.2803,0.5763,0.0968
437,-0.2870,0.7594,0.0806
438,-0.2307,1.1426,0.0743
439,0.3906,1.8662,0.0333
440,0.8487,1.6859,-0.0502
441,-0.0099,0.8736,0.1534
442,-0.5186,0.2131,-0.1019
443,-0.4301,0.2744,-0.0426
444,-0.2264,1.1672,-0.0987
445,0.6220,1.6639,0.0701
446,0.3130,0.8403,0.0399
447,-0.4344,0.0867,-0.0203
448,-0.1460,0.4568,-0.1901
449,0.5778,1.6396,-0.1442
450,0.6072,1.8464,-0.1067
451,-0.1372,1.2264,0.2374
452,-0.7498,0.5994,0.2327
453,-0.5707,0.3701,0.1393
454,0.1008,1.2070,-0.2037
455,0.7413,1.9327,-0.1083
456,0.4232,0.6691,-0.2086
457,-0.1368,-0.0185,0.0703
458,-0.1501,0.0795,-0.1589
459,0.1833,1.2407,-0.2691
460,0.2155,1.9995,-0.2559
461,0.0838,1.2744,-0.0975
462,-0.2430,0.6045,0.0549
463,-0.3181,0.7896,-0.0059
464,0.1918,1.6349,0.0339
465,0.5659,1.7688,-0.0309
466,0.2544,1.2418,0.0000
467,-0.2223,0.4379,0.0922
468,-0.3422,0.3835,0.1677
469,-0.2141,0.1490,0.0070
470,-0.0428,0.4225,-0.0241
471,0.2357,0.9756,0.1918
472,0.4637,1.2708,0.2129
473,-0.3398,0.7691,-0.0121
474,-0.4750,1.3568,-0.0334
475,0.0908,1.7672,-0.0752
476,0.3809,1.3845,0.0789
477,0.1558,0.8455,0.0610
478,-0.1037,0.3068,-0.1152
479,-0.0536,0.8194,-0.1419
480,0.5137,1.0703,-0.3081
481,0.2491,0.8572,-0.1563
482,-0.0485,0.6378,0.1652
483,-0.6091,0.6813,-0.0676
484,-0.3731,1.4799,-0.1688
485,0.3452,1.8313,-0.1308
486,0.4809,1.5117,0.2123
487,0.3087,0.8865,0.2031
488,-0.1080,0.3926,-0.0610
489,-0.1833,0.6231,-0.2269
490,0.2126,1.1323,-0.2124
491,0.1886,1.1268,-0.0226
492,-0.1458,0.5566,0.1185
493,-0.3881,0.3060,0.0034
494,-0.2584,0.5764,-0.1368
495,0.0278,1.7399,-0.0977
496,0.5820,1.8746,-0.0095
497,0.3130,1.1762,0.1981
498,0.0446,0.7982,0.2850
499,-0.1370,0.5586,-0.0482
500,-0.1359,1.2725,-0.0950
501,0.2709,1.3467,-0.0840
502,-0.1108,0.7768,0.1157
503,-0.2479,0.4332,0.1550
504,-0.3887,0.4732,0.0930
505,0.0779,1.3134,-0.2216
506,0.4792,1.7678,-0.4315
507,0.5042,0.8376,-0.0473
508,0.0156,0.4805,0.1842
509,-0.0874,0.2889,-0.0136
510,-0.1467,1.2886,-0.2353
511,-0.1133,1.9031,-0.2258
512,0.2780,1.4043,-0.1723
513,-0.0005,0.5281,0.0560
514,0.1984,0.4213,0.0346
515,-0.0146,0.6862,-0.0755
516,-0.1577,1.0854,-0.0908
517,-0.0154,0.9620,-0.0795
518,-0.2529,0.7620,0.1017
519,0.1970,0.8516,0.1901
520,0.4016,1.0984,0.1082
521,0.1406,1.5074,0.1053
522,-0.1149,1.4968,-0.0143
523,-0.2014,1.1133,-0.1023
524,-0.1605,0.8320,-0.0015
525,-0.0034,1.0341,0.2236
526,-0.0981,0.8547,-0.0236
527,0.2419,0.7330,-0.0972
528,0.4626,0.9043,-0.0156
529,0.0945,0.2499,-0.2330
530,-0.2146,0.3162,0.0413
531,-0.1438,1.2581,-0.1272
532,0.0405,1.6429,-0.2735
533,0.3992,1.3096,0.0734
534,-0.1412,1.0593,0.3771
535,-0.5449,0.6738,-0.1089
536,-0.2549,0.8897,-0.4395
537,0.6907,1.5866,-0.0132
538,0.9034,1.3391,0.1691
539,0.1376,0.2180,0.1920
540,-0.6808,0.1099,-0.0823
541,-0.2041,1.4475,-0.3408
542,0.5518,1.9436,-0.3701
543,0.0927,0.9124,-0.0027
544,-0.1116,0.5745,0.1535
545,-0.3813,0.5112,0.1316
546,-0.5024,1.0912,-0.1602
547,0.4410,1.7795,-0.0809
548,0.6892,1.4597,0.1812
549,-0.1960,0.4468,0.2828
550,-0.2896,-0.0606,-0.0371
551,-0.1855,0.2795,-0.0264
552,0.3074,1.8144,-0.0106
553,0.5782,1.4243,-0.0349
554,-0.3099,0.6092,0.1699
555,-0.5685,0.3253,0.1440
556,-0.1122,1.2628,-0.1384
557,0.4687,1.9578,-0.2757
558,0.6689,1.3658,-0.1416
559,-0.0944,0.2251,0.1663
560,-0.3918,-0.0997,-0.0191
561,0.1310,1.1879,-0.1859
562,0.2299,1.9934,-0.4182
563,0.1315,0.9048,-0.0823
564,-0.2232,0.1992,0.0873
565,-0.3201,0.3423,0.0281
566,-0.1202,1.2211,-0.0911
567,0.4435,1.9791,-0.2279
568,0.3875,1.5024,0.0283
569,0.1872,0.6337,0.2254
570,-0.0038,0.3851,0.1876
571,-0.2532,0.7021,0.0002
572,-0.3854,1.2778,-0.1799
573,0.1957,1.5231,0.0260
574,0.1902,1.1356,0.1916
575,-0.0359,0.6111,0.1958
576,-0.1574,0.3821,-0.0223
577,-0.4352,0.8857,-0.0905
578,0.6315,1.8461,-0.0793
579,0.6783,1.4451,-0.0865
580,-0.2311,0.0688,0.1156
581,-0.4690,0.2265,-0.0123
582,-0.0310,1.1494,-0.1852
583,0.5018,1.7035,-0.2917
584,0.0776,0.9918,-0.1362
585,-0.2635,0.1509,0.1210
586,-0.3776,0.4319,0.1079
587,0.1058,1.3226,-0.1902
588,0.2702,1.9304,-0.2571
589,0.2422,1.2507,0.0012
590,0.1961,0.3986,0.1956
591,0.2419,0.5571,0.0314
592,0.0798,1.2812,-0.1440
593,-0.1243,1.6222,-0.1855
594,-0.1355,1.1194,0.0068
595,-0.0681,0.7651,0.0764
596,-0.2873,0.6713,0.0271
597,-0.0775,0.9058,-0.0425
598,0.1940,1.2451,-0.1188
599,0.1628,0.9391,-0.0997
600,0.1569,0.7166,0.1213
601,-0.0878,0.6631,0.2080
602,0.0190,1.2666,0.1069
603,0.3420,1.6931,-0.0480
604,0.0255,1.0706,0.0254
605,-0.4048,0.0400,-0.0797
606,-0.4438,-0.0216,0.0634
607,0.2829,1.4349,-0.0804
608,0.7776,1.8882,-0.2554
609,0.3186,1.0933,0.0404
610,-0.5882,0.2036,0.1732
611,-0.5709,0.2864,-0.1779
612,0.2127,1.6284,-0.4748
613,0.9726,1.9019,-0.1895
614,0.4802,0.8364,0.2231
615,-0.5182,0.1191,0.1454
616,-0.5748,0.4994,-0.2803
617,-0.1761,1.7490,-0.3708
618,0.4759,1.8109,-0.0966
619,0.1708,0.5597,0.1434
620,-0.2127,0.2094,0.2126
621,-0.0671,0.3979,0.0623
622,0.0449,1.5898,-0.1345
623,0.5392,1.6324,0.0104
624,0.0229,1.1102,0.2087
625,-0.1956,-0.0292,0.1644
626,-0.2393,0.1340,0.0591
627,0.0948,1.3181,-0.0454
628,0.4496,1.9995,-0.0946
629,-0.3000,1.0072,0.0571
630,-0.6562,0.0961,-0.0684
631,-0.0229,0.1603,-0.1187
632,0.6388,1.2957,0.1415
633,0.7943,1.9014,0.0833
634,-0.0276,1.0576,-0.2756
635,-1.0889,0.1184,-0.2000
636,-0.3489,0.6325,0.1229
637,0.6802,1.5834,0.0215
638,0.8467,1.8012,-0.0295
639,0.1346,0.7374,0.1198
640,-0.9097,-0.0300,-0.1669
641,-0.2906,0.3737,-0.2099
642,0.5419,1.6243,-0.1064
643,0.4573,1.5166,0.0354
644,-0.0407,0.4606,0.1283
645,-0.5120,0.2957,0.0231
646,0.0014,1.2700,-0.2165
647,0.7823,1.9284,-0.3407
648,0.1253,1.2300,-0.0378
649,-0.2896,0.3934,0.1326
650,-0.3289,0.2666,-0.0256
651,-0.2215,0.7445,-0.0742
652,0.4023,1.6116,-0.0419
653,0.3240,1.5311,0.0419
654,-0.1154,0.8379,0.0909
655,-0.2722,0.4794,-0.1127
656,-0.0059,0.9073,0.0201
657,0.1668,1.5489,0.1083
658,0.1834,1.3167,0.0705
659,0.1432,1.2234,0.1440
660,-0.4815,0.3869,0.0067
661,-0.1179,0.5980,0.0077
662,0.6013,1.5142,-0.0773
663,0.4106,0.8586,-0.1426
664,-0.3243,0.2327,0.0197
665,-0.4359,0.4044,-0.0310
666,0.1270,1.3798,-0.2310
667,0.4814,1.7612,-0.0833
668,0.0786,1.0249,0.0836
669,-0.6440,0.3267,-0.0978
670,-0.4151,0.4804,-0.0797
671,0.6604,1.7322,-0.2454
672,1.2665,1.9568,-0.0595
673,0.2738,0.7449,0.1799
674,-0.8360,0.2910,0.0704
675,-0.4778,0.4443,-0.2799
676,-0.1711,1.2540,-0.2007
677,0.3738,1.6359,0.1162
678,0.3638,1.1248,0.2034
679,-0.3995,0.4459,0.1232
680,-0.2302,0.8022,-0.1598
681,0.2188,1.0377,-0.2033
682,0.1873,1.3618,0.1758
683,0.2393,0.8351,0.0969
684,-0.1008,0.3200,0.0238
685,-0.2631,0.5661,0.0249
686,0.3475,1.5114,0.0485
687,0.1677,1.7241,0.0144
688,-0.3113,0.7644,-0.0529
689,-0.2878,0.2337,-0.0527
690,-0.0652,0.5176,0.0529
691,0.7299,1.6533,0.1891
692,0.3287,1.6416,-0.0022
693,-0.5510,0.8300,-0.0898
694,-0.5657,0.4911,-0.0966
695,-0.0276,0.9160,-0.0884
696,0.9850,1.9544,-0.0786
697,0.5449,1.5094,-0.1084
698,-0.4707,0.3344,-0.0946
699,-0.5870,0.1445,-0.2434
700,0.0065,0.9427,-0.2646
701,0.5157,1.4157,-0.0900
702,0.3139,1.0239,0.0817
703,-0.0871,0.4189,0.0512
704,-0.0937,0.7456,-0.0542
705,0.2128,1.6388,-0.1166
706,0.1177,1.4158,-0.0552
707,-0.1503,0.9659,0.0535
708,-0.0049,0.5900,0.1245
709,-0.1329,0.7299,0.0834
710,0.1167,1.1293,-0.0251
711,0.1369,1.0921,-0.1099
712,-0.0983,1.1855,-0.0679
713,0.2879,1.1735,0.0241
714,0.0126,0.7605,-0.1055
715,-0.3194,0.6850,0.0190
716,-0.0101,0.9016,-0.0160
717,0.1779,1.2319,0.0348
718,0.3119,1.3006,0.0723
719,-0.3182,0.7717,-0.0058
720,-0.5331,0.5250,0.0693
721,0.1371,0.8167,0.0089
722,0.4715,1.2773,0.0723
723,0.5864,1.3538,0.2468
724,0.0821,0.9693,0.1683
725,-0.6243,0.3424,-0.1096
726,-0.4724,0.4440,-0.2289
727,0.2151,1.4676,0.0705
728,0.6499,1.8242,0.0623
729,0.1619,0.8046,-0.0339
730,-0.4686,0.4504,-0.1887
731,-0.2427,0.9470,-0.2712
732,0.1804,1.4512,-0.3675
733,0.3867,1.2194,-0.1672
734,0.2123,0.5416,0.0112
735,-0.0493,0.8093,0.0964
736,0.0224,1.1919,-0.1885
737,0.4848,1.8528,-0.2515
738,0.1499,0.9124,0.0185
739,-0.2192,0.5204,0.0947
740,-0.3525,0.4314,0.0726
741,-0.4076,0.6614,-0.0226
742,0.2549,1.2981,0.0913
743,0.4305,1.5497,0.1520
744,0.0444,1.2130,0.1498
745,-0.2669,0.4368,-0.1451
746,-0.0309,0.6180,-0.1356
747,0.2484,1.2554,0.0038
748,0.4185,1.4463,0.0332
749,0.1977,1.0768,-0.0182
750,-0.5310,0.5129,-0.0917
751,-0.5230,0.5558,-0.0834
752,-0.1536,0.9944,-0.0512
753,-0.1536,0.9944,-0.0512
754,0.4450,1.4500,0.0554
755,0.5652,1.2267,0.1053
756,-0.2353,0.6945,0.0629
757,-0.2731,0.4724,0.1071
758,0.0970,1.0700,0.0419
759,0.1755,1.6133,0.0151
760,0.3057,1.1315,0.0101
761,-0.3870,0.4578,0.1268
762,-0.2959,0.3772,0.1347
763,0.2994,1.0626,-0.1970
764,0.5470,1.9095,-0.1960
765,0.1665,1.1262,-0.0462
766,-0.3880,0.1979,-0.1200
767,-0.3782,0.4553,-0.1345
768,-0.0911,1.0342,-0.3271
769,0.6633,1.8184,-0.0476
770,0.5518,1.1332,0.0197
