Sample,X,Y,Z
75,0.0365,0.9794,-0.0227
76,0.0391,0.9755,-0.0220
77,0.0270,0.9717,-0.0246
78,0.0271,0.9783,-0.0256
79,0.0359,0.9829,-0.0232
80,0.0405,0.9700,-0.0310
81,0.0454,0.9809,-0.0422
82,0.0311,0.9789,-0.0278
83,0.0345,0.9814,-0.0241
84,0.0355,0.9825,-0.0287
85,0.0283,0.9803,-0.0261
86,0.0298,0.9761,-0.0234
87,0.0385,0.9804,-0.0181
88,0.0327,0.9789,-0.0214
89,0.0334,0.9820,-0.0262
90,0.0306,0.9815,-0.0234
91,0.0352,0.9792,-0.0253
92,0.0334,0.9793,-0.0233
93,0.0258,0.9777,-0.0261
94,0.0302,0.9792,-0.0247
95,0.0260,0.9781,-0.0278
96,0.0339,0.9856,-0.0205
97,0.0356,0.9781,-0.0266
98,0.0287,0.9803,-0.0239
99,0.0325,0.9779,-0.0244
100,0.0238,0.9678,-0.0114
101,0.0359,0.9747,-0.0233
102,0.0304,0.9774,-0.0219
103,0.0287,0.9781,-0.0200
104,0.0282,0.9788,-0.0212
105,0.0337,0.9789,-0.0216
106,0.0341,0.9786,-0.0243
107,0.0393,0.9796,-0.0190
108,0.0385,0.9786,-0.0204
109,0.0278,0.9861,-0.0196
110,0.0354,0.9808,-0.0248
111,0.0353,0.9836,-0.0227
112,0.0415,0.9821,-0.0254
113,0.0319,0.9808,-0.0200
114,-0.0803,0.9187,-0.0203
115,-0.3143,0.8091,-0.1784
116,0.0647,1.1816,-0.1998
117,0.4363,1.2858,-0.1411
118,0.1962,1.0202,0.0073
119,-0.2399,0.5983,-0.2114
120,-0.1605,0.8100,-0.2864
121,0.1205,1.2292,-0.4767
122,0.3052,1.3115,-0.1320
123,-0.0149,0.8057,-0.1882
124,-0.1301,0.7068,-0.2248
125,0.2012,1.0535,-0.4597
126,0.2625,1.2791,-0.4075
127,0.0295,0.9704,-0.2902
128,-0.1641,0.6358,-0.2476
129,-0.0036,0.9436,-0.2943
130,0.2556,1.2812,-0.3019
131,0.1423,1.2292,-0.2074
132,-0.1833,0.8320,-0.2097
133,-0.1041,0.7612,-0.2900
134,0.1360,0.9377,-0.3302
135,0.1846,1.1735,-0.1677
136,-0.0593,1.0233,-0.1254
137,-0.2417,0.8902,-0.2111
138,-0.0236,0.9461,-0.3926
139,0.3566,1.2198,-0.2499
140,0.2162,1.1233,-0.1289
141,-0.2092,0.7733,-0.2072
142,-0.2191,0.7176,-0.4717
143,0.1810,1.1479,-0.4255
144,0.2399,1.2869,-0.2200
145,-0.0280,0.9893,-0.2017
146,0.0593,0.8424,-0.3436
147,0.2024,0.8538,-0.5283
148,0.1450,0.9979,-0.4048
149,-0.0693,0.8575,-0.3460
150,-0.3088,0.7528,-0.3741
151,0.0211,1.0476,-0.4891
152,0.4924,1.4155,-0.2775
153,0.3054,1.2219,-0.0488
154,-0.3489,0.6371,-0.1145
155,-0.3417,0.5504,-0.4578
156,0.1789,1.1550,-0.4525
157,0.4814,1.4809,-0.0186
158,-0.0882,0.8589,0.1098
159,-0.6054,0.5352,-0.0262
160,-0.0158,0.9323,-0.6600
161,0.6587,1.7787,-0.2663
162,0.2516,1.1725,-0.1243
163,-0.6031,0.3322,-0.0598
164,-0.2877,0.5547,-0.6045
165,0.6311,1.6348,-0.4446
166,0.4522,1.6296,-0.1700
167,-0.3286,0.5840,-0.1769
168,-0.4473,0.2643,-0.3141
169,0.3079,0.9480,-0.7028
170,0.6152,1.5989,-0.3333
171,0.1154,1.1259,-0.0259
172,-0.4916,0.4342,-0.0083
173,-0.4656,0.6206,-0.4661
174,0.4808,1.6347,-0.4080
175,0.5657,1.6641,-0.1077
176,-0.0861,0.8589,-0.0563
177,-0.3044,0.3458,-0.1788
178,0.0021,0.6182,-0.7922
179,0.1726,1.3576,-0.3248
180,0.0438,1.2408,-0.2011
181,0.0438,1.2408,-0.2011
182,-0.1540,0.7438,-0.2250
183,-0.0823,0.5168,-0.3407
184,0.2614,1.0419,-0.5178
185,0.2205,1.2890,-0.1651
186,-0.0022,1.2557,-0.1912
187,-0.1251,0.6306,-0.2855
188,0.0788,0.8478,-0.3080
189,0.1434,1.2729,-0.0700
190,0.1066,1.4998,-0.1022
191,-0.0660,1.1388,-0.1369
192,-0.1760,0.6465,-0.3729
193,0.0942,0.8843,-0.4174
194,0.2300,1.1014,-0.1035
195,-0.0338,1.0950,-0.2440
196,-0.2034,0.7332,-0.5076
197,0.1798,0.9194,-0.3518
198,-0.0291,0.9086,-0.1230
199,-0.0967,1.0380,-0.2432
200,0.3286,1.2310,-0.4106
201,0.3396,1.0797,-0.4883
202,-0.1082,0.7242,-0.1753
203,-0.4503,0.2750,-0.1364
204,-0.0894,0.7700,-0.2485
205,0.4944,1.5519,-0.3203
206,0.4607,1.4432,-0.1887
207,-0.5635,0.5718,0.0172
208,-0.5208,0.4220,-0.2737
209,0.5664,1.6600,-0.4881
210,0.7611,1.9445,-0.3850
211,-0.2076,0.7951,-0.2744
212,-0.5645,0.0588,-0.4063
213,0.2014,0.7493,-0.4713
214,0.6978,1.4860,-0.3414
215,-0.0811,1.1580,-0.2098
216,-0.7831,0.4835,-0.1780
217,-0.2805,0.7563,-0.4929
218,0.6144,1.5037,-0.4830
219,0.6411,1.5342,-0.1438
220,-0.1022,0.6742,-0.0748
221,-0.4628,0.7304,-0.0035
222,0.2498,1.0600,-0.2784
223,0.3713,1.2042,-0.2067
224,-0.4283,0.5519,-0.1061
225,-0.4363,0.7892,-0.1825
226,0.3855,1.3692,-0.3171
227,0.4807,1.1956,-0.3972
228,-0.2805,0.7952,-0.2367
229,-0.1652,0.9517,-0.5535
230,0.2968,1.2753,-0.6931
231,0.4864,1.2693,-0.4381
232,-0.1438,0.3159,-0.3073
233,-0.4176,0.6531,-0.2386
234,0.3450,1.1502,-0.4954
235,0.5527,1.2200,-0.2142
236,-0.3054,0.5724,-0.2824
237,-0.7509,0.5820,0.0467
238,-0.0195,1.6637,-0.1682
239,0.6188,1.7739,-0.1491
240,0.6274,1.5656,0.0574
241,-0.3489,0.2633,-0.0778
242,-0.3958,-0.1907,-0.0534
243,0.3015,1.0393,-0.1597
244,0.3961,1.7268,-0.2662
245,-0.3115,0.9487,-0.0637
246,-0.8304,0.7097,0.2503
247,-0.2736,0.9229,-0.4244
248,0.6408,1.5390,-0.6670
249,0.9257,1.8447,-0.1816
250,0.1653,0.4614,-0.0732
251,-0.4357,0.0405,-0.0007
252,-0.0007,0.7835,-0.3209
253,0.2360,1.6687,-0.2222
254,-0.1815,1.1634,-0.0837
255,-0.1990,0.2951,-0.0234
256,-0.1561,0.3687,-0.1360
257,0.3039,0.7578,-0.0555
258,0.5568,1.5722,0.1092
259,-0.0327,1.7108,0.0089
260,-0.3630,0.9824,-0.0496
261,-0.1177,0.9370,0.0622
262,0.1338,1.0573,0.2267
263,0.3186,0.9752,0.1436
264,0.1476,0.9341,-0.0103
265,-0.1123,0.9800,-0.2536
266,-0.3784,0.7422,-0.0585
267,-0.3568,0.8105,0.1245
268,0.1349,0.8317,-0.1030
269,0.3346,1.0963,-0.0837
270,0.1786,1.1997,-0.2517
271,0.2620,0.9404,-0.1439
272,-0.0128,0.9199,0.1361
273,-0.1652,1.0711,0.1535
274,0.1514,1.2333,0.0091
275,0.2117,1.6644,0.1657
276,-0.3212,1.0411,0.0750
277,-0.2076,0.5228,-0.0549
278,0.2582,0.9192,-0.0055
279,0.3328,0.7612,0.0558
280,-0.0829,0.4990,0.0339
281,-0.2935,0.5308,-0.1931
282,0.3089,0.8094,-0.4143
283,0.5468,1.4985,-0.2121
284,0.2553,1.0941,0.0461
285,-0.7941,0.5162,0.0703
286,-0.6862,0.9490,-0.2020
287,0.3529,1.7659,-0.2809
288,0.7972,1.7098,0.0682
289,0.3652,0.7941,0.3127
290,-0.4980,0.3879,0.2089
291,-0.4488,0.1535,0.0146
292,0.0226,1.1412,0.1125
293,0.7838,1.9658,0.2143
294,0.2057,1.1717,0.0601
295,-0.6646,0.1048,0.0228
296,-0.2100,0.4510,-0.1128
297,0.4056,1.3102,-0.2307
298,0.4019,1.5978,-0.0721
299,-0.1093,1.1927,0.0256
300,-0.6754,0.2565,-0.2388
301,-0.1682,0.6644,0.0157
302,0.7972,1.7028,0.0100
303,0.7369,1.8686,-0.1761
304,0.1051,0.6072,-0.2736
305,-0.5109,0.2053,0.0069
306,-0.5244,0.2503,-0.0027
307,0.0749,1.1294,0.1097
308,0.1107,1.6020,0.1174
309,-0.1719,0.9492,0.0106
310,-0.0562,0.7994,0.0927
311,0.1609,1.0170,-0.1256
312,0.5609,1.3113,-0.1647
313,0.4435,1.3619,-0.0474
314,-0.3293,0.6955,0.0657
315,-0.5247,0.3171,-0.0012
316,0.0085,1.0906,-0.0588
317,0.5388,1.9424,-0.0776
318,0.1245,1.1846,-0.2153
319,-0.2509,0.2632,-0.0046
320,0.0397,0.2936,0.0571
321,0.0447,0.9692,-0.0315
322,-0.1135,1.1271,-0.1324
323,-0.0760,1.3201,0.0157
324,0.0786,1.0333,0.0609
325,0.0636,0.7399,0.1218
326,0.0133,0.8096,-0.1067
327,0.2795,1.1500,-0.2561
328,0.2775,1.4116,-0.0861
329,-0.1558,0.7365,-0.0094
330,-0.2983,0.4595,0.1491
331,-0.1425,1.2003,0.2593
332,0.0309,1.5239,-0.0411
333,0.3459,1.1891,-0.1862
334,0.3711,1.0606,-0.1699
335,0.2200,0.1146,-0.0911
336,-0.1580,0.5427,0.2061
337,-0.2842,1.2686,-0.0046
338,-0.1972,1.2458,-0.4393
339,-0.0696,1.4302,0.0038
340,0.0786,1.1150,0.3043
341,0.0193,0.3774,0.0157
342,-0.0605,0.6368,-0.1949
343,0.4806,1.7023,-0.0672
344,0.7555,1.9412,0.1912
345,-0.1100,0.8514,0.0838
346,-0.7230,-0.0214,0.2594
347,-0.5676,0.3656,0.0333
348,0.2756,1.0479,-0.4844
349,0.8296,1.6321,-0.3096
350,0.3870,0.9446,0.0959
351,-0.4301,-0.1104,0.0018
352,-0.9385,0.0322,-0.3506
353,0.2403,1.4325,0.1069
354,0.6363,1.8796,-0.1513
355,0.2319,1.5549,0.0935
356,-0.3032,0.8476,0.2789
357,-0.3337,0.5597,0.2981
358,0.4026,1.4802,-0.1128
359,0.5341,1.7153,-0.2886
360,0.1523,0.7849,0.0076
361,-0.3542,0.1272,0.1888
362,-0.6241,-0.2410,-0.0874
363,0.0410,0.6281,-0.2288
364,0.7505,1.8924,-0.2613
365,0.1663,1.4247,-0.2939
366,-0.3087,0.2646,-0.1209
367,-0.5301,0.4832,0.0359
368,-0.0214,1.2028,0.0378
369,0.5555,1.9995,0.0290
370,0.5599,1.9075,0.0853
371,0.1100,1.1075,0.2286
372,-0.4365,0.0419,0.1170
373,-0.1783,0.2180,-0.0518
374,-0.2877,0.4481,-0.1520
375,0.4676,1.4230,0.1205
376,0.4811,1.0202,0.0551
377,-0.5475,0.2402,0.0051
378,-0.5054,0.2397,0.0109
379,0.0730,1.4196,-0.3647
380,0.5319,1.9995,-0.1992
381,0.4613,1.6049,0.0858
382,-0.2902,0.7308,0.3753
383,-0.4825,0.4033,-0.1938
384,0.7183,1.3676,-0.1920
385,0.7778,1.8521,-0.1605
386,-0.0186,0.6777,-0.1211
387,-0.8004,-0.4351,0.0184
388,-0.7653,-0.4720,0.0157
389,0.2711,0.6531,-0.1895
390,1.0016,1.9995,-0.0703
391,0.2629,1.7201,0.1182
392,-0.6419,0.5995,0.1963
393,-0.7056,0.4665,-0.3229
394,-0.0308,1.1494,0.3392
395,0.7225,1.8564,0.1326
396,0.7509,1.6216,0.0013
397,-0.0121,0.5226,0.0138
398,-0.4351,-0.0432,-0.0212
399,-0.2964,0.3143,-0.1207
400,0.1431,0.9148,-0.0539
401,0.4090,1.7057,-0.1127
402,-0.0344,1.0646,-0.1201
403,-0.5609,0.6205,-0.0264
404,-0.4255,0.9492,0.0844
405,0.3613,1.4861,-0.0984
406,0.5080,1.6378,-0.0424
407,0.4396,1.2179,0.1611
408,-0.0954,0.4545,0.0678
409,-0.1929,0.6169,-0.0375
410,0.4306,1.0076,-0.4576
411,0.2920,0.9868,-0.2686
412,-0.1835,0.7152,-0.0048
413,-0.6354,0.2455,0.0761
414,-0.4678,0.4424,-0.0055
415,0.3633,1.4204,-0.1399
416,0.6204,1.9995,-0.0116
417,0.3848,1.6057,0.2002
418,-0.4119,0.5439,0.0043
419,-0.2390,0.3095,-0.0760
420,-0.1395,0.8884,0.0479
421,0.7390,1.8297,0.1296
422,0.4478,1.2025,0.0100
423,-0.7302,0.4504,0.1125
424,-0.5705,0.1365,-0.0976
425,-0.3329,0.7451,0.0288
426,-0.3329,0.7451,0.0288
427,0.6404,1.4102,0.0663
428,0.7799,1.7415,0.0594
429,-0.0459,1.0239,0.0239
430,-0.6499,0.4937,-0.1606
431,-0.0720,0.7017,-0.0624
432,0.3939,1.3270,-0.1636
433,0.2758,1.0974,-0.1656
434,-0.0203,0.5811,-0.0515
435,-0.3336,0.2139,-0.1086
436,0.1245,0.8661,-0.2101
437,0.4818,1.8774,-0.1137
438,0.1340,1.6593,0.2025
439,-0.2084,0.6622,0.1471
440,-0.3297,0.3452,0.0319
441,0.0443,1.4706,-0.1387
442,0.6697,1.7162,-0.2085
443,0.1374,1.0419,0.0134
444,-0.4601,0.3088,0.1201
445,-0.3285,0.1285,-0.0486
446,-0.4031,0.3899,-0.0352
447,0.6108,1.7153,-0.1667
448,0.6978,1.5629,-0.2007
449,-0.0634,0.8869,0.2213
450,-0.2637,0.3270,0.0941
451,-0.3014,0.8179,0.1054
452,-0.2181,1.5046,0.0897
453,0.4034,1.7815,0.1206
454,0.2644,1.1780,0.1108
455,-0.2598,0.4291,0.0145
456,-0.1859,0.1398,-0.1616
457,0.1628,0.8102,-0.1748
458,0.4083,1.3365,-0.2061
459,0.3731,0.9533,-0.0853
460,-0.5166,0.4265,-0.0856
461,-0.2561,1.0203,-0.1187
462,0.2006,1.7111,-0.4058
463,0.4114,1.9019,-0.0882
464,0.3523,1.1758,0.2200
465,-0.3750,0.4836,0.1783
466,-0.3894,0.3462,-0.0518
467,0.1786,1.0970,-0.0098
468,0.6439,1.6772,0.1096
469,0.0559,0.7078,0.1127
470,-0.2758,0.0443,0.1286
471,-0.3204,0.1619,0.0472
472,-0.1937,0.7488,-0.0591
473,0.3298,1.7834,-0.0452
474,0.1984,1.6733,-0.0004
475,-0.1548,1.1053,0.1769
476,-0.3050,0.6799,0.0205
477,0.1347,1.0718,-0.1650
478,0.5588,1.4413,-0.1712
479,0.1866,0.9114,-0.1624
480,-0.1411,0.1569,-0.0923
481,-0.1510,0.3471,-0.0698
482,0.2419,1.1536,-0.0498
483,-0.0765,1.6378,-0.1254
484,-0.1624,1.1172,-0.0498
485,-0.0251,0.9710,0.1644
486,-0.1203,1.1212,0.1491
487,0.3418,1.4379,-0.0349
488,0.3479,1.5803,-0.1387
489,0.1717,0.7544,-0.1061
490,0.0671,0.2825,0.0742
491,-0.3132,0.2209,0.0313
492,-0.3201,0.5175,-0.1282
493,0.1602,1.1804,-0.1716
494,0.2964,1.4817,-0.1514
495,-0.0261,1.1125,0.0742
496,-0.2353,0.7071,0.1448
497,-0.1308,0.9979,0.1436
498,0.0767,1.4915,-0.0381
499,0.6042,1.6744,0.0331
500,0.4570,1.0483,0.1422
501,-0.4050,0.3182,0.0649
502,-0.4920,0.2045,0.0518
503,-0.3340,0.9690,-0.0720
504,0.4623,1.8315,-0.2266
505,0.2291,1.1570,0.0651
506,-0.5284,0.2974,0.1268
507,-0.7092,0.4112,-0.1706
508,0.2180,1.7734,-0.1686
509,0.6831,1.7598,-0.1938
510,0.0577,0.8596,0.1432
511,-0.1599,-0.1726,0.0394
512,-0.3513,0.0478,0.0786
513,-0.0544,1.0239,0.0216
514,0.3475,1.9072,-0.1169
515,0.3553,1.3922,0.1101
516,-0.0925,0.9432,0.1780
517,-0.2296,0.8154,0.0805
518,-0.2039,1.2624,-0.0844
519,0.1367,1.5914,-0.1279
520,0.2731,1.3217,-0.1472
521,-0.1244,0.6142,0.1318
522,-0.1484,0.0645,0.1443
523,-0.2397,0.3518,0.1046
524,0.5447,0.9941,-0.3392
525,0.5605,1.5959,-0.1540
526,0.0715,0.9982,0.0808
527,-0.5040,0.0961,-0.0434
528,-0.3712,0.8373,0.0482
529,0.0739,1.8979,-0.1333
530,0.4241,1.8682,-0.1701
531,0.1077,0.6797,0.1992
532,-0.2982,0.0245,0.1501
533,-0.1482,0.2070,-0.0621
534,0.4180,1.6718,-0.3111
535,0.7358,1.8325,-0.1367
536,0.0793,0.7347,0.0608
537,-0.4867,0.0091,-0.0339
538,-0.3860,0.4875,-0.1362
539,-0.1784,1.6451,-0.2252
540,0.6221,1.8936,-0.0082
541,0.2720,1.0440,0.1068
542,-0.2112,0.5856,0.2726
543,-0.3735,0.3347,0.0473
544,-0.1044,0.8284,-0.0466
545,0.4186,1.4946,-0.0749
546,0.3416,0.9212,0.1230
547,-0.2914,0.3751,0.2453
548,-0.1904,0.1667,0.0579
549,0.0593,1.1859,-0.1732
550,0.3495,1.9424,-0.1066
551,0.0644,1.2923,-0.1996
552,-0.3905,0.1112,0.0595
553,-0.2105,0.3692,0.1086
554,0.3496,1.5602,-0.1760
555,0.7441,1.9073,-0.3399
556,0.2859,0.8111,-0.1198
557,-0.2959,0.1487,0.0071
558,-0.5016,0.2556,-0.1827
559,-0.2122,0.9784,-0.1633
560,0.2756,1.7835,-0.0354
561,0.0366,1.3027,0.0238
562,-0.2910,0.5052,0.1128
563,0.2604,0.9960,0.0584
564,0.7597,1.7012,-0.0768
565,0.3869,1.3874,0.0212
566,-0.4413,0.5439,0.1100
567,-0.5311,0.3154,0.0009
568,-0.1058,0.9784,0.0454
569,0.3720,1.8134,0.1351
570,0.3712,1.3616,0.1810
571,-0.6816,0.3260,-0.0243
572,-0.5247,0.1440,-0.1240
573,0.5034,1.3098,-0.1400
574,0.7783,1.8402,-0.1357
575,0.4526,0.8509,0.0072
576,-0.4503,0.0789,-0.0967
577,-0.5342,0.3162,-0.0500
578,0.1349,1.4323,-0.2678
579,0.3810,1.5681,-0.2794
580,0.2552,0.9602,0.0945
581,-0.6559,0.4047,0.0609
582,-0.3373,0.5214,-0.0762
583,0.4939,1.7084,-0.1823
584,0.7114,1.9020,0.0984
585,0.2927,0.8621,0.2180
586,-0.2911,0.2396,-0.0009
587,-0.3284,0.5034,-0.0217
588,0.1340,1.5041,-0.1389
589,0.2783,1.8779,-0.0168
590,-0.0798,1.0214,0.0690
591,-0.6319,0.3796,0.0276
592,-0.2635,0.3721,-0.1068
593,0.3312,1.1176,-0.1489
594,0.5260,1.4703,0.0104
595,0.2342,1.1231,0.1658
596,-0.3651,0.3705,0.0739
597,-0.0667,0.6422,0.2171
598,0.3325,1.7979,-0.0071
599,0.3108,1.4993,-0.1054
600,-0.3359,0.1023,-0.0999
601,-0.5355,0.0770,0.1131
602,0.0674,0.8849,-0.1765
603,0.3033,1.5765,-0.2537
604,0.3201,1.5545,-0.1053
605,0.1838,0.8334,0.1267
606,0.0831,0.5045,-0.0979
607,-0.1135,0.9759,-0.2793
608,0.0892,1.5326,-0.2725
609,0.2571,1.3544,-0.0621
610,0.1606,0.7333,0.1116
611,0.0464,0.4922,0.0157
612,-0.4798,1.1473,0.0773
613,-0.3188,1.2734,-0.3002
614,-0.0031,0.9105,-0.2634
615,0.3989,1.1292,0.2559
616,0.5991,0.9235,0.3372
617,-0.2339,0.5057,0.0461
618,-0.4316,0.7490,0.0018
619,0.0524,1.4445,0.0524
620,0.3832,1.3096,0.1609
621,0.2900,1.0415,0.1799
622,-0.4529,0.1251,-0.0056
623,-0.5406,0.5680,0.0248
624,0.2740,1.6201,-0.1418
625,0.4025,1.4127,-0.1149
626,0.0176,0.6155,0.0569
627,-0.2897,0.4160,0.0216
628,-0.1306,0.8737,-0.1754
629,0.6390,1.8736,-0.3154
630,0.4632,1.6338,-0.0953
631,-0.2180,0.5894,0.0742
632,-0.4642,0.2712,-0.0066
633,-0.0381,1.1135,-0.0698
634,0.3359,1.8845,-0.1828
635,0.4155,1.1848,-0.0569
636,0.0134,0.2184,0.1339
637,-0.2487,0.0536,0.0183
638,-0.0556,0.8317,-0.1439
639,0.0754,1.7651,-0.2817
640,0.0575,1.3265,-0.0162
641,0.1602,0.5913,0.1091
642,0.2036,0.5651,0.0215
643,-0.3238,0.9232,-0.0396
644,-0.2356,1.5319,-0.1656
645,0.3108,1.2625,-0.1140
646,0.2414,0.9732,0.1051
647,0.2931,0.6755,0.1881
648,-0.3259,0.5013,0.1057
649,-0.4683,0.9311,-0.0972
650,0.0101,1.3719,-0.1510
651,0.4152,1.5537,0.0964
652,0.3583,0.9848,0.2888
653,-0.2787,0.4411,0.0762
654,-0.3549,1.0810,-0.1321
655,0.3787,1.7446,-0.1416
656,0.2736,1.2696,0.0187
657,-0.0848,0.2678,0.0298
658,-0.2377,-0.1394,-0.0742
659,-0.0562,0.8748,-0.1905
660,0.6716,1.7327,-0.3241
661,0.3630,1.3255,-0.0596
662,-0.5285,0.4596,0.0917
663,-0.6398,0.1884,-0.1565
664,-0.2130,1.1392,0.0287
665,0.4119,1.8357,-0.1238
666,0.8282,1.4023,0.0023
667,0.2873,0.7042,0.2134
668,-0.0647,0.5150,0.0639
669,-0.1351,0.8914,-0.1546
670,-0.1816,1.5259,-0.1558
671,0.0151,1.3130,-0.0004
672,0.0469,0.7778,0.0646
673,-0.1434,0.6006,0.1298
674,-0.0803,0.7587,-0.0329
675,-0.2017,1.0085,-0.1917
676,0.0677,1.1712,-0.0734
677,0.3333,1.1591,0.0349
678,0.0621,0.6234,0.1292
679,-0.0102,0.5775,0.1223
680,0.0475,1.2115,-0.0748
681,0.2472,1.6185,-0.1228
682,0.1225,1.0288,-0.0591
683,-0.0438,0.5964,0.0231
684,-0.2439,0.2587,0.0561
685,-0.2829,0.7836,0.0370
686,0.2753,1.6523,-0.0671
687,0.5244,1.6979,-0.0412
688,-0.0761,0.9285,0.1022
689,-0.3913,0.5733,-0.0914
690,-0.1406,0.6145,-0.2305
691,0.4502,1.6747,-0.1318
692,0.5309,1.4934,-0.0118
693,0.0277,0.5073,-0.0016
694,-0.6268,0.3318,-0.0357
695,-0.5723,0.5344,-0.1867
696,0.3561,1.6755,-0.1230
697,0.6501,1.4555,0.0251
698,0.1885,0.4528,0.1279
699,-0.1735,0.3828,0.1368
700,-0.1502,0.8569,-0.0078
701,0.0648,1.5898,-0.0181
702,0.1357,1.5739,0.0091
703,-0.0106,0.9255,0.1186
704,-0.4272,0.3685,0.0789
705,-0.0019,0.7155,0.0002
706,0.3754,1.2896,-0.2053
707,0.2448,1.6299,-0.1780
708,0.0879,1.0062,-0.0436
709,-0.3081,0.3530,-0.1086
710,-0.1013,0.6329,0.0602
711,0.1129,1.1300,-0.1074
712,0.2778,1.7732,-0.0574
713,0.1643,1.0916,-0.0557
714,-0.4404,0.4262,0.0182
715,-0.1562,0.5664,0.0565
716,0.1727,1.0990,-0.0262
717,0.3887,1.5991,-0.0253
718,0.3538,1.1477,0.0964
719,-0.0430,0.6495,0.1502
720,-0.3209,0.4404,0.0074
721,-0.0828,0.7332,-0.1614
722,0.1520,1.6707,-0.0899
723,0.3932,1.3996,-0.0021
724,0.0060,0.6024,0.0154
725,-0.4354,0.4480,-0.0562
726,-0.2365,1.1019,-0.2220
727,0.3321,1.6567,-0.2998
728,0.4489,1.1994,-0.0696
729,0.3326,0.5905,0.0789
730,-0.3909,0.5662,0.0950
731,-0.2646,0.8752,-0.0728
732,-0.0388,1.2012,-0.0903
733,0.0459,1.4156,0.0566
734,0.3796,1.1233,0.2150
735,0.1282,0.7299,0.1008
736,-0.0757,0.5224,0.0182
737,-0.1081,0.8973,-0.0167
738,-0.1182,1.3118,0.0096
739,-0.0625,1.0729,-0.0863
740,-0.0489,0.7125,0.0219
741,0.2817,0.9739,0.1018
742,0.2990,1.0347,-0.0119
743,-0.0590,1.2376,-0.1832
744,-0.1105,0.9728,-0.2467
745,-0.1372,0.7493,-0.1735
746,-0.0208,0.9510,0.1442
747,0.2001,1.0268,0.0436
748,0.1521,1.1114,-0.0295
749,0.2639,1.1725,-0.0038
750,-0.0044,0.8394,-0.0024
751,-0.1760,0.8340,0.1240
752,-0.0526,0.7571,0.0033
753,-0.2116,0.9136,-0.0332
754,-0.1161,1.3057,0.0649
755,0.2397,1.3529,0.0843
756,0.2012,0.7426,-0.0738
757,0.3328,0.6169,-0.1232
758,0.1208,1.2061,-0.1755
759,0.0122,1.0782,-0.1895
760,-0.0521,0.7603,-0.2348
761,-0.1763,0.8951,-0.1033
762,-0.1268,0.9479,0.0013
763,0.1302,1.2994,-0.0080
764,0.3407,1.2938,-0.1293
765,0.2209,0.9673,-0.0259
766,-0.1619,0.8877,0.0463
767,-0.1909,0.7394,-0.0261
768,0.0100,0.9321,-0.0482
769,0.2772,1.4888,0.1732
770,0.3621,1.2367,0.1424
771,-0.3650,0.4934,0.0458
