Sample,X,Y,Z
418,0.0847,1.2049,0.1601
419,-0.0803,0.5905,-0.0116
420,-0.0706,0.5156,-0.0152
421,0.2206,0.9588,-0.0634
422,0.2356,1.1126,0.0723
423,-0.3187,0.6738,0.0449
424,-0.7075,0.5411,0.1519
425,-0.0583,0.9933,0.0323
426,0.4705,1.7457,-0.1274
427,0.6127,1.6047,-0.0806
428,0.1715,0.8519,0.0394
429,-0.2153,0.4905,-0.0464
430,-0.1701,0.4895,-0.2085
431,0.2325,0.9384,-0.2184
432,0.0828,1.2974,-0.1992
433,-0.0187,0.8174,-0.2144
434,-0.1949,0.4030,-0.1698
435,0.1580,0.8022,0.0358
436,0.1758,1.6937,0.1331
437,-0.1741,1.4015,-0.0090
438,0.0779,1.0930,0.0055
439,0.5383,1.5421,0.1291
440,0.3759,1.2395,0.1078
441,-0.3162,0.5551,-0.0094
442,-0.8085,0.2250,-0.1223
443,-0.1343,0.9402,-0.0699
444,0.5005,1.3855,0.0600
445,0.3950,0.8380,0.1570
446,-0.4474,0.2100,0.0251
447,-0.3287,0.2434,-0.1085
448,0.4943,1.5919,-0.0419
449,0.4664,1.8593,-0.0963
450,-0.1077,1.2798,0.2905
451,-0.5793,0.7099,0.2951
452,-0.2372,0.3796,0.0657
453,0.4781,1.6679,-0.1037
454,0.3724,1.3072,-0.2432
455,-0.1612,0.2854,-0.0946
456,-0.4186,-0.0583,-0.1725
457,0.3462,0.6274,-0.0900
458,0.4368,1.6252,-0.2526
459,0.3051,1.8614,-0.2957
460,0.0898,0.8550,-0.2574
461,-0.4480,0.7045,-0.0453
462,-0.0538,1.2625,0.0358
463,0.0262,1.6782,-0.0506
464,0.4564,1.6413,0.0081
465,0.5411,1.3068,0.1184
466,-0.2360,0.3484,0.0110
467,-0.3321,0.0160,0.0924
468,-0.1848,0.4508,0.1428
469,-0.1284,0.5781,-0.1008
470,0.2169,0.8760,0.1696
471,0.0375,1.2410,0.3575
472,-0.0718,1.1010,0.1522
473,-0.2652,1.4260,-0.0999
474,-0.0721,1.5068,-0.0342
475,0.2518,1.0124,0.1158
476,0.1906,0.8382,0.0046
477,0.2158,0.7413,-0.1762
478,0.1821,0.7866,-0.2037
479,0.0979,0.7767,-0.1347
480,-0.1120,0.6987,-0.2060
481,-0.2292,0.9710,-0.1091
482,-0.1586,1.2042,-0.0549
483,-0.0714,1.4338,0.0408
484,0.3097,1.5535,0.0837
485,0.3770,1.3019,0.0660
486,0.3713,0.8118,0.0374
487,-0.1312,0.6049,-0.0540
488,-0.2896,0.5538,-0.0812
489,-0.0226,0.9697,-0.0967
490,0.0856,0.8302,-0.0171
491,-0.0181,0.7749,0.1213
492,-0.2647,0.5471,-0.1658
493,-0.0280,0.9199,-0.2589
494,0.1285,1.4367,-0.1252
495,0.3260,1.3660,0.1129
496,0.2692,1.2374,0.2368
497,-0.2612,0.9533,0.1240
498,-0.0874,1.0236,-0.0594
499,0.0546,1.0913,-0.1611
500,0.2602,1.0111,0.1501
501,0.0719,0.5761,0.1927
502,-0.2356,0.5228,0.1934
503,-0.4062,0.8991,-0.0825
504,-0.0123,1.4720,-0.3102
505,0.4545,1.5663,-0.1964
506,0.2903,0.5574,0.0027
507,0.0339,0.1853,0.1833
508,0.0850,0.8527,-0.1301
509,0.1115,1.8881,-0.3760
510,0.4297,1.8417,-0.2864
511,-0.1729,0.8134,-0.0173
512,-0.4473,-0.1172,0.0387
513,-0.3734,0.1243,-0.0298
514,0.1668,1.4243,-0.2076
515,0.8337,1.7717,-0.2190
516,0.1018,0.8259,0.1058
517,-0.2122,0.3745,0.2036
518,-0.2388,0.3830,-0.0202
519,-0.2344,1.0616,0.0104
520,0.1674,1.8907,0.1392
521,0.2714,1.7332,0.2256
522,-0.0214,1.2269,0.2109
523,-0.3669,0.4744,-0.0198
524,-0.0308,0.6768,0.0092
525,-0.0308,0.6768,0.0092
526,0.2684,1.1592,-0.0762
527,0.3738,0.7277,-0.1521
528,0.0198,0.2513,0.0676
529,-0.1922,0.7104,0.1062
530,-0.1765,0.9126,-0.2517
531,0.1625,1.6682,-0.1189
532,0.2019,1.4918,-0.0266
533,0.0029,0.7615,0.0263
534,-0.2529,0.4532,-0.0229
535,-0.0286,1.4141,-0.0043
536,0.3098,1.5701,-0.2305
537,0.1752,0.8323,-0.0784
538,0.0466,0.4155,0.2205
539,-0.0070,0.3282,0.1479
540,-0.1921,0.9221,-0.2430
541,0.3118,1.7420,-0.3921
542,0.4951,1.4899,-0.0639
543,-0.0265,0.8702,0.1351
544,-0.2982,0.7839,-0.0120
545,-0.4517,0.7352,-0.0386
546,-0.2351,1.4526,-0.0410
547,0.5828,1.4791,-0.0262
548,0.4067,0.8500,0.2335
549,-0.2598,0.3611,0.1959
550,-0.3423,-0.0945,-0.2153
551,-0.1243,1.2001,-0.1328
552,0.5237,1.7546,0.0089
553,0.2751,1.0104,0.1516
554,-0.3000,0.5612,0.1693
555,-0.2830,0.4998,-0.0559
556,0.2415,1.9563,-0.0912
557,0.6274,1.8921,-0.3531
558,0.0556,0.5067,-0.0893
559,-0.4866,0.0082,0.1958
560,-0.0966,0.3418,-0.0232
561,0.3107,1.7126,-0.3091
562,0.5300,1.6201,-0.2347
563,-0.1113,0.5537,-0.0277
564,-0.4707,-0.0308,-0.0933
565,-0.2359,0.7834,-0.1121
566,-0.1130,1.5390,-0.1423
567,0.5818,1.9688,0.0031
568,0.5256,1.0822,0.1631
569,0.1138,0.8491,0.3288
570,-0.1140,0.5563,0.0157
571,-0.3886,0.9282,-0.0549
572,-0.4109,1.1084,-0.1314
573,0.1655,1.0745,0.1890
574,0.3074,1.1279,0.3551
575,-0.1453,0.6185,0.2178
576,-0.2634,0.5417,0.0054
577,-0.0565,1.4911,-0.3393
578,0.6790,1.4903,-0.1637
579,0.3331,0.7754,0.0366
580,-0.3420,-0.0366,0.0107
581,-0.0546,0.9515,-0.0900
582,0.0526,1.5681,-0.3914
583,0.3513,1.0851,-0.2029
584,-0.1580,0.4542,0.0249
585,-0.4829,0.0783,-0.0038
586,-0.1118,1.2542,-0.2532
587,0.3126,1.8400,-0.2300
588,0.5762,1.5320,0.1534
589,0.1801,0.8536,0.2791
590,-0.1397,0.5270,0.1313
591,-0.1920,0.8813,-0.2122
592,0.1881,1.6542,-0.1619
593,0.4484,1.4658,0.0421
594,-0.1215,0.6703,0.1257
595,-0.2476,0.4283,0.0495
596,-0.5612,0.6617,-0.2463
597,-0.2126,1.5345,-0.3120
598,0.5184,1.2225,-0.1528
599,0.3223,0.7618,0.1671
600,0.1948,0.6236,0.3501
601,-0.0536,0.6365,0.1116
602,-0.1187,1.6618,-0.0288
603,0.2706,1.6038,-0.2126
604,-0.1516,0.5729,0.0245
605,-0.1834,0.3551,0.2292
606,-0.1990,0.0681,-0.0053
607,-0.0780,1.3453,-0.0295
608,0.4886,1.9720,-0.1744
609,0.3267,1.1624,-0.1169
610,-0.1470,0.6033,0.2434
611,-0.1464,0.4033,-0.1115
612,-0.1071,1.0198,-0.1140
613,0.5029,1.9333,-0.2236
614,0.2800,0.9317,-0.1191
615,-0.2004,0.3190,0.1876
616,-0.0469,0.4480,-0.1364
617,-0.0618,1.6281,-0.2720
618,-0.3430,1.0388,-0.2406
619,-0.2330,0.6977,0.2551
620,0.1736,0.9362,0.1740
621,0.2771,0.7230,0.0677
622,0.5277,1.6658,0.1064
623,0.1043,1.2953,-0.0990
624,0.1881,1.6542,-0.1619
625,-0.1921,0.8008,-0.0103
626,0.0578,0.2991,0.1423
627,0.1494,0.9130,0.1819
628,-0.4742,0.8526,-0.1460
629,-0.0935,1.3369,-0.1620
630,0.0173,1.2874,-0.1656
631,0.1505,0.8436,-0.0911
632,0.4516,0.4650,-0.1357
633,0.0959,1.1738,0.0071
634,-0.0618,1.3391,-0.3884
635,0.0607,0.9596,-0.2284
636,-0.0131,1.0427,0.1492
637,0.1509,1.2972,0.2145
638,0.0913,1.1771,0.1279
639,-0.3439,1.1216,0.0797
640,-0.1955,0.7399,-0.1086
641,0.2941,0.7739,0.0608
642,0.1127,0.7452,0.0320
643,0.1936,0.6332,0.0417
644,0.1426,0.9196,0.0065
645,-0.2105,1.0505,-0.0355
646,-0.3142,1.0035,-0.1104
647,0.0909,1.0154,-0.0334
648,0.3879,1.1562,-0.1907
649,0.1154,0.9444,-0.0626
650,-0.1447,1.1491,0.1105
651,-0.2232,0.6879,-0.1440
652,-0.1154,0.6765,-0.2210
653,0.2582,1.1396,0.0709
654,0.4705,1.3511,0.2153
655,0.2197,0.8210,-0.1159
656,-0.4697,0.6996,-0.1357
657,-0.2665,1.2183,0.0460
658,0.2561,1.6052,0.1274
659,0.2190,1.3521,0.0757
660,0.0245,0.9392,0.1092
661,-0.2405,0.4848,0.0455
662,-0.1096,0.7512,-0.1234
663,0.5339,1.4216,-0.2371
664,0.2820,0.6548,-0.1610
665,-0.0966,0.2465,0.0881
666,-0.4514,0.2697,-0.0930
667,-0.1804,1.3546,-0.1216
668,0.2889,1.8248,-0.2171
669,0.1646,1.1581,-0.0404
670,0.0499,0.6620,0.1796
671,-0.1497,0.6282,0.0740
672,-0.0974,1.0863,0.0023
673,0.5433,1.9085,-0.2312
674,0.6611,1.3209,0.0497
675,0.0245,0.5001,0.2708
676,-0.3672,0.4340,-0.0152
677,-0.5511,0.7555,-0.1839
678,-0.3466,1.3813,-0.2766
679,0.4330,1.3902,-0.0837
680,0.4015,0.8867,0.1491
681,-0.0728,0.6408,0.1435
682,-0.1008,0.6559,-0.1408
683,-0.0840,1.2812,-0.2595
684,0.2161,1.2421,-0.0032
685,0.2521,0.9897,0.1489
686,-0.0101,0.5739,0.1077
687,-0.1125,0.4821,0.0319
688,-0.1719,1.0747,-0.0095
689,0.0914,1.6713,-0.0176
690,0.1436,1.2830,0.0453
691,0.0063,0.4749,0.0620
692,-0.1169,0.3940,0.0986
693,-0.0251,0.8339,-0.0067
694,0.1589,1.6318,-0.0516
695,0.2994,1.7416,-0.1143
696,-0.0546,0.8586,-0.0576
697,-0.3583,0.5046,-0.0438
698,-0.0361,0.7557,-0.0771
699,0.3199,1.3416,-0.1860
700,0.1604,1.2546,-0.2079
701,0.0235,0.6372,-0.1402
702,-0.1290,0.5903,0.0632
703,0.0169,0.7150,0.0683
704,0.1389,0.9053,-0.0097
705,0.0180,1.2875,-0.0078
706,0.0564,1.1243,0.0356
707,0.2089,1.0640,0.1353
708,0.1331,1.1896,0.1422
709,-0.1110,0.9983,-0.0183
710,-0.4650,0.7775,0.0013
711,0.0028,0.9717,-0.0100
712,0.5198,1.3867,-0.1802
713,0.4084,1.0715,-0.0911
714,-0.0187,0.5751,-0.0220
715,-0.3610,0.8074,-0.2694
716,-0.1441,1.0481,-0.3469
717,0.1180,1.0083,-0.0933
718,0.0801,1.0037,0.1069
719,0.0019,0.8550,-0.0195
720,0.0387,1.2542,-0.1191
721,0.1291,1.5049,-0.0847
722,0.1844,0.9282,0.0549
723,0.0836,0.7837,0.1073
724,0.2238,0.6462,0.0677
725,0.0327,0.7414,0.0881
726,-0.1505,0.9265,0.1462
727,-0.2397,1.0821,0.0228
728,-0.1791,1.1079,0.0170
729,0.1523,1.1399,0.0944
730,0.0828,0.8010,-0.0173
731,-0.0681,0.7314,-0.0674
732,0.1997,1.0576,-0.0979
733,0.0989,1.2116,-0.1270
734,0.0505,0.9984,-0.0629
735,-0.2149,0.8956,-0.0011
736,-0.2002,0.6892,-0.0234
737,0.2083,0.8643,-0.1221
738,0.3057,1.2329,0.0329
739,0.2471,1.4406,0.0899
740,-0.2101,0.8689,0.0151
741,-0.2891,0.7844,0.1072
742,-0.0364,0.6404,0.0240
743,0.1640,1.0266,0.0905
744,0.1743,1.2932,0.0583
745,-0.0133,1.0163,0.0059
746,-0.0286,0.9810,-0.0820
747,-0.0085,1.0735,-0.2248
748,0.4319,1.3111,-0.1469
749,0.3917,0.9753,-0.0872
750,-0.0166,0.5512,-0.1320
751,-0.4536,0.6901,-0.2701
752,-0.2021,1.2025,-0.3028
753,0.3561,1.3055,-0.0765
754,0.3336,1.0591,0.1669
755,0.1096,0.8065,0.0917
756,-0.5251,0.5215,-0.0759
757,-0.1602,0.9527,-0.0939
758,0.4543,1.3023,0.0652
759,0.3339,1.6617,0.2778
760,0.0190,0.8909,0.1169
761,-0.4673,0.3360,-0.0031
762,-0.2185,0.6030,-0.0106
763,0.3176,1.1985,0.0082
764,0.3597,1.4790,-0.0142
765,0.0865,0.7648,-0.0895
766,-0.3731,0.5842,-0.0133
767,-0.2612,1.0165,0.0382
768,0.1990,1.3251,-0.1512
769,0.3065,1.1053,-0.1264
770,0.2556,1.0544,0.0967
771,-0.1464,0.6999,0.0145
